file_path,filename,local_title,local_orchestra,tt_url,tt_id,tt_title,genre,composition_year,composer,lyricist,version_vocal,version_formation,version_orchestra,recording_date,recording_year,recording_city,recording_label,recording_catalog,version_duration,match_confidence,match_status
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\01 Al Compas De Un Tango.mp3,01 Al Compas De Un Tango.mp3,Al Compas De Un Tango,Ricardo Tanturi (Alberto Castillo),https://www.todotango.com/musica/tema/1804/Al-compas-de-un-tango/,1804.0,Al compás de un tango,Tango,1942.0,Alberto Suárez Villanueva,Oscar Rubens,Alberto Castillo,Orquesta,Ricardo Tanturi,18-3-1942,1942.0,Buenos Aires,RCA-Victor,39553 69618,,1.0,found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\01 Al Verla Pasar.mp3,01 Al Verla Pasar.mp3,Al Verla Pasar,Pedro Laurenz (Juan Carlos Casas),https://www.todotango.com/musica/tema/42/Al-verla-pasar/,42.0,Al verla pasar,Tango,,Joaquín Mora,José María Contursi,Martín Podestá,Orquesta,Pedro Laurenz,7-1-1942,1942.0,Buenos Aires,RCA-Victor,39493 59986,,1.0,found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\01 Arrabal.mp3,01 Arrabal.mp3,Arrabal,Pedro Laurenz (Instrumental),https://www.todotango.com/musica/tema/723/Arrabal/,723.0,Arrabal,Tango,,José Pascual,,Instrumental,Orquesta,Pedro Laurenz,24-9-1937,1937.0,Buenos Aires,RCA-Victor,38284 93913,,1.0,found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\01 Asi Se Canta.mp3,01 Asi Se Canta.mp3,Asi Se Canta,Ricardo Tanturi (Enrique Campos),https://www.todotango.com/musica/tema/4097/Asi-se-canta/,4097.0,Así se canta,Tango,1943.0,Elías Randal,Marvil,Enrique Campos,Orquesta,Ricardo Tanturi,19-8-1943,1943.0,Buenos Aires,RCA-Victor,60-0190 77161,,1.0,found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\01 Bohardilla.mp3,01 Bohardilla.mp3,Bohardilla,Miguel Caló (Raúl Iriarte),https://www.todotango.com/musica/tema/867/Bohardilla/,867.0,Bohardilla,Tango,1944.0,Rodolfo Blasi,Horacio Sanguinetti,Raúl Iriarte,Orquesta,Miguel Caló,19-4-1944,1944.0,Buenos Aires,Odeon,8387 13708,,1.0,found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\01 Cachirulo.mp3,01 Cachirulo.mp3,Cachirulo,Anibal Troilo (Instrumental),https://www.todotango.com/musica/tema/5493/Cachirulo/,5493.0,Cachirulo,Tango,,Francisco Cafiero,,Instrumental,Orquesta,Aníbal Troilo,4-3-1941,1941.0,Buenos Aires,RCA-Victor,39256 39825,,1.0,found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\01 Cara Sucia.mp3,01 Cara Sucia.mp3,Cara Sucia,Carlos Di Sarli (Instrumental),https://www.todotango.com/musica/tema/4444/Cara-sucia/,4444.0,Cara sucia,Tango,,Francisco Canaro,,Instrumental,Orquesta,Carlos Di Sarli,12-7-1957,1957.0,Buenos Aires,RCA-Victor,1A-1333 T0231,,1.0,found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\01 Carton Juano.mp3,01 Carton Juano.mp3,Carton Juano,Juan D'Arienzo (Alberto Echagüe),,,,,,,,,,,,,,,,,0.0,not_found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\01 Comparsa Criolla.mp3,01 Comparsa Criolla.mp3,Comparsa Criolla,Ricardo Tanturi (Instrumental),https://www.todotango.com/musica/tema/2524/Comparsa-Criolla/,2524.0,Comparsa Criolla,Tango,,Rafael Iriarte,,Instrumental,Orquesta,Ricardo Tanturi,16-6-1941,1941.0,Buenos Aires,RCA-Victor,39316 59519,,1.0,found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\01 Cosas De Tango.mp3,01 Cosas De Tango.mp3,Cosas De Tango,Miguel Caló (Raúl Iriarte),https://www.todotango.com/musica/tema/3493/Cosas-de-tango/,3493.0,Cosas de tango,Tango,1945.0,Tito Ribero,Rodolfo Taboada,Raúl Iriarte,Orquesta,Miguel Caló,2-11-1945,1945.0,Buenos Aires,Odeon,30006 15060,,1.0,found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\01 El Bulín De La Calle Ayacucho.mp3,01 El Bulín De La Calle Ayacucho.mp3,El Bulín De La Calle Ayacucho,Anibal Troilo (Francisco Fiorentino),,,,,,,,,,,,,,,,,0.0,not_found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\01 El Choclo.mp3,01 El Choclo.mp3,El Choclo,Juan D'Arienzo (Instrumental),https://www.todotango.com/musica/tema/24/El-choclo/,24.0,El choclo,Tango,1947.0,Ángel Villoldo,Enrique Santos Discépolo,María de la Fuente,Orquesta,Juan Canaro,4-10-1954,1954.0,,Tokio,Melopea CDMSE 5108,,0.64,found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\01 El Ciruja.mp3,01 El Ciruja.mp3,El Ciruja,Carlos Di Sarli (Instrumental),https://www.todotango.com/musica/tema/601/El-ciruja/,601.0,El ciruja,Tango,1926.0,Ernesto de la Cruz,Alfredo Marino,Instrumental,Orquesta,Carlos Di Sarli,6-12-1951,1951.0,Buenos Aires,Music,Hall 1005-B BA1009/2,,1.0,found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\01 El Flete.mp3,01 El Flete.mp3,El Flete,Juan D'Arienzo (Instrumental),https://www.todotango.com/musica/tema/3257/El-flete/,3257.0,El flete,Tango,1916.0,Vicente Greco,Pascual Contursi,Instrumental,,Quinteto Típico Buenos Aires,,2000.0,Buenos Aires,2000,Particular (en vivo),,1.0,found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\01 El Paladin.mp3,01 El Paladin.mp3,El Paladin,Osvaldo Pugliese (Instrumental),https://www.todotango.com/musica/tema/403/El-paladin/,403.0,El paladín,Tango,1919.0,Agustín Bardi,,Instrumental,Orquesta,Osvaldo Pugliese,20-3-1945,1945.0,Buenos Aires,Odeon,7672 14490,,1.0,found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\01 El Retirado.mp3,01 El Retirado.mp3,El Retirado,Carlos Di Sarli (Instrumental),,,,,,,,,,,,,,,,,0.0,not_found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\01 El Rodeo.mp3,01 El Rodeo.mp3,El Rodeo,Osvaldo Pugliese (Instrumental),https://www.todotango.com/musica/tema/1472/El-rodeo/,1472.0,El rodeo,Tango,,Agustín Bardi,,Instrumental,Orquesta,Osvaldo Pugliese,15-7-1943,1943.0,Buenos Aires,Odeon,7660 12926,,1.0,found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\01 En El Salon.mp3,01 En El Salon.mp3,En El Salon,Ricardo Tanturi (Enrique Campos),https://www.todotango.com/musica/tema/1068/En-el-salon/,1068.0,En el salón,Tango,,Cristóbal Herreros,Leopoldo Díaz Vélez,Enrique Campos,Orquesta,Ricardo Tanturi,14-11-1944,1944.0,Buenos Aires,RCA-Victor,60-0575 79933,,1.0,found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\01 Ensueños.mp3,01 Ensueños.mp3,Ensueños,Carlos Di Sarli (Instrumental),https://www.todotango.com/musica/tema/2386/Ensuenos/,2386.0,Ensueños,Tango,,Luis Brighenti,Enrique Cadícamo,Instrumental,Orquesta,Carlos Di Sarli,7-9-1943,1943.0,Buenos Aires,RCA-Victor,60-0194 77216,,1.0,found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\01 Evaristo Carriego.mp3,01 Evaristo Carriego.mp3,Evaristo Carriego,Osvaldo Pugliese (Instrumental),,,,,,,,,,,,,,,,,0.0,not_found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\01 Farol.mp3,01 Farol.mp3,Farol,Osvaldo Pugliese (Roberto Chanel),https://www.todotango.com/musica/tema/204/Farol/,204.0,Farol,Tango,1943.0,Virgilio Expósito,Homero Expósito,Roberto Chanel,Orquesta,Osvaldo Pugliese,15-7-1943,1943.0,Buenos Aires,Odeon,7660 12925,,1.0,found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\01 Gallo Ciego.mp3,01 Gallo Ciego.mp3,Gallo Ciego,Ricardo Tanturi (Instrumental),https://www.todotango.com/musica/tema/1490/Gallo-ciego/,1490.0,Gallo ciego,Tango,,Agustín Bardi,,Instrumental,Orquesta,Ricardo Tanturi,9-6-1938,1938.0,Buenos Aires,Odeon,7131 9443,,1.0,found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\01 Gil A Rayas.mp3,01 Gil A Rayas.mp3,Gil A Rayas,Angel D'Agostino (Instrumental),https://www.todotango.com/musica/tema/727/Gil-a-rayas/,727.0,Gil a rayas,Tango,,Juan Carlos Guyot,,Instrumental,Orquesta,Ángel D'Agostino,11-8-1942,1942.0,Buenos Aires,RCA-Victor,39688 69683,,0.938,found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\01 Gime El Viento.mp3,01 Gime El Viento.mp3,Gime El Viento,Anibal Troilo (Francisco Fiorentino),https://www.todotango.com/musica/tema/1747/Gime-el-viento/,1747.0,Gime el viento,Tango,,Atilio Bruni,Oscar Rubens,Francisco Fiorentino,Orquesta,Aníbal Troilo,20-10-1943,1943.0,Buenos Aires,RCA-Victor,60-0246 77310,,0.923,found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\01 La Madrugada.mp3,01 La Madrugada.mp3,La Madrugada,Juan D'Arienzo (Alberto Echagüe),https://www.todotango.com/musica/tema/1214/La-madrugada/,1214.0,La madrugada,Tango,1944.0,Ángel Maffia,Cátulo Castillo,,,,,,,,,,0.0,ambiguous
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\01 La Trilla.mp3,01 La Trilla.mp3,La Trilla,Carlos Di Sarli (Instrumental),https://www.todotango.com/musica/tema/5475/La-trilla/,5475.0,La trilla,Tango,,Eduardo Arolas,,Instrumental,Orquesta,Carlos Di Sarli,15-2-1940,1940.0,Buenos Aires,RCA-Victor,38932 39212,,1.0,found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\01 Margo.mp3,01 Margo.mp3,Margo,Miguel Caló (Raúl Iriarte),https://www.todotango.com/musica/tema/141/Margo/,141.0,Margo,Tango,1945.0,Armando Pontier,Homero Expósito,Raúl Iriarte,Orquesta,Miguel Caló,15-11-1945,1945.0,Buenos Aires,Odeon,30008 15104,,1.0,found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\01 Mis Amigos De Ayer.mp3,01 Mis Amigos De Ayer.mp3,Mis Amigos De Ayer,Anibal Troilo (Floreal Ruiz),https://www.todotango.com/musica/tema/857/Mis-amigos-de-ayer/,857.0,Mis amigos de ayer,Tango,1945.0,Francisco Lomuto,José María Contursi,Floreal Ruiz,Orquesta,Aníbal Troilo,23-1-1946,1946.0,Buenos Aires,RCA-Victor,60-0873 80982,,0.923,found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\01 Palais De Glace.mp3,01 Palais De Glace.mp3,Palais De Glace,Ricardo Malerba (Orlando Medina),https://www.todotango.com/musica/tema/514/Palais-de-Glace/,514.0,Palais de Glace,Tango,1944.0,Enrique Cadícamo,Enrique Cadícamo,Orlando Medina,Orquesta,Ricardo Malerba,8-9-1944,1944.0,Buenos Aires,Odeon,5562 14085,,1.0,found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\01 Patetico.mp3,01 Patetico.mp3,Patetico,Anibal Troilo (Instrumental),https://www.todotango.com/musica/tema/1583/Patetico/,1583.0,Patético,Tango,,Jorge Caldara,,Instrumental,Orquesta,Aníbal Troilo,30-3-1949,1949.0,Buenos Aires,RCA-Victor,60-1779 91265,,0.923,found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\01 Pavadita.mp3,01 Pavadita.mp3,Pavadita,Alfredo De Angelis (Instrumental),https://www.todotango.com/musica/tema/2273/Pavadita/,2273.0,Pavadita,Tango,,Anselmo Aieta,,Instrumental,Orquesta,Alfredo De Angelis,25-6-1958,1958.0,Buenos Aires,Odeon,52366 23161,,1.0,found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\01 Pensalo Bien.mp3,01 Pensalo Bien.mp3,Pensalo Bien,Juan D'Arienzo (Alberto Echagüe),https://www.todotango.com/musica/tema/7998/Pensalo-bien/,7998.0,Pensalo bien,Tango,,Alberto Calvera,Enrique López,,,,,,,,,,0.0,ambiguous
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\01 Poema.mp3,01 Poema.mp3,Poema,Francisco Canaro (Roberto Maida),https://www.todotango.com/musica/tema/2805/Poema/,2805.0,Poema,Tango,,Eduardo Bianco,Mario Melfi,Roberto Maida,Orquesta,Francisco Canaro,11-6-1935,1935.0,Buenos Aires,Odeon,4945 8189,,1.0,found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\01 Que Sera De Ti.mp3,01 Que Sera De Ti.mp3,Que Sera De Ti,Ricardo Tanturi (Enrique Campos),https://www.todotango.com/musica/tema/5360/Que-sera-de-ti/,5360.0,Qué será de ti,Tango,,Roberto Nievas Blanco,Julio Jorge Nelson,Enrique Campos,Orquesta,Ricardo Tanturi,19-2-1945,1945.0,Buenos Aires,RCA-Victor,60-0638 80552,,1.0,found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\01 Quiero Verte Una Vez Mas.mp3,01 Quiero Verte Una Vez Mas.mp3,Quiero Verte Una Vez Mas,Rodolfo Biagi (Jorge Ortiz),https://www.todotango.com/musica/tema/180/Quiero-verte-una-vez-mas/,180.0,Quiero verte una vez más,Tango,1939.0,Mario Canaro,José María Contursi,Jorge Ortiz,Orquesta,Rodolfo Biagi,16-7-1940,1940.0,Buenos Aires,Odeon,5614 10602,,1.0,found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\01 Recuerdos De Bohemia.mp3,01 Recuerdos De Bohemia.mp3,Recuerdos De Bohemia,Osvaldo Fresedo (Roberto Ray),https://www.todotango.com/musica/tema/2343/Recuerdos-de-bohemia/,2343.0,Recuerdos de bohemia,Tango,1935.0,Enrique Delfino,Manuel Romero,Alberto Marino,Orquesta,Aníbal Troilo,12-3-1946,1946.0,Buenos Aires,RCA-Victor,60-0900 82028/82029,,0.286,ambiguous
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\01 Tres Amigos.mp3,01 Tres Amigos.mp3,Tres Amigos,Anibal Troilo (Alberto Marino),https://www.todotango.com/musica/tema/513/Tres-amigos/,513.0,Tres amigos,Tango,1944.0,Enrique Cadícamo,Enrique Cadícamo,Alberto Marino,Orquesta,Aníbal Troilo,11-4-1944,1944.0,Buenos Aires,RCA-Victor,60-0416 79621,,0.923,found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\01 Una Emocion.mp3,01 Una Emocion.mp3,Una Emocion,Ricardo Tanturi (Enrique Campos),https://www.todotango.com/musica/tema/1033/Una-emocion/,1033.0,Una emoción,Tango,1943.0,Raúl Kaplún,José María Suñé,Enrique Campos,Orquesta,Ricardo Tanturi,17-11-1943,1943.0,Buenos Aires,RCA-Victor,60-0258 77836,,1.0,found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\01 Union Civica (2).mp3,01 Union Civica (2).mp3,Union Civica (2),Juan D'Arienzo (Instrumental),,,,,,,,,,,,,,,,,0.0,not_found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\01 Ya Lo Ves.mp3,01 Ya Lo Ves.mp3,Ya Lo Ves,Juan D'Arienzo (Héctor Mauré),https://www.todotango.com/musica/tema/3916/Ya-lo-ves/,3916.0,Ya lo ves,Tango,1941.0,Juan D'Arienzo,Luis Rubistein,Armando Laborde,Orquesta,Juan D'Arienzo,10-6-1955,1955.0,Buenos Aires,RCA-Victor,1A-0493 3982,,1.0,found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\02 A Suerte Y Verdad.mp3,02 A Suerte Y Verdad.mp3,A Suerte Y Verdad,Juan D'Arienzo (Alberto Echagüe),https://www.todotango.com/musica/tema/1339/A-suerte-y-verdad/,1339.0,A suerte y verdad,Tango,1944.0,Carlos Parodi,Carlos Waiss,Carlos Acuña,Orquesta,Rodolfo Biagi,11-8-1944,1944.0,Buenos Aires,Odeon,5646 14023,,1.0,found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\02 Abandono.mp3,02 Abandono.mp3,Abandono,Pedro Laurenz (Juan Carlos Casas),https://www.todotango.com/musica/tema/235/Abandono/,235.0,Abandono,Tango,,Pedro Maffia,Homero Manzi,Héctor Farrel,Orquesta,Pedro Laurenz,24-9-1937,1937.0,Buenos Aires,RCA-Victor,38284 93914,,1.0,found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\02 Adios Pueblo.mp3,02 Adios Pueblo.mp3,Adios Pueblo,Ricardo Tanturi (Instrumental),https://www.todotango.com/musica/tema/1697/Adios-pueblo/,1697.0,Adiós pueblo,Tango,,Agustín Bardi,José De Grandis,Instrumental,Orquesta,Ricardo Tanturi,14-8-1941,1941.0,Buenos Aires,RCA-Victor,39377 59715,,1.0,found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\02 Argañaraz.mp3,02 Argañaraz.mp3,Argañaraz,Ricardo Tanturi (Instrumental),https://www.todotango.com/musica/tema/2744/Arganaraz-Aquellas-farras/,2744.0,Argañaraz (Aquellas farras),Tango,1930.0,Roberto Firpo,Enrique Cadícamo,Instrumental,Orquesta,Ricardo Tanturi,18-11-1940,1940.0,Buenos Aires,RCA-Victor,39147 39644,,1.0,found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\02 Bar Exposicion.mp3,02 Bar Exposicion.mp3,Bar Exposicion,Carlos Di Sarli (Instrumental),https://www.todotango.com/musica/tema/3837/Bar-Exposicion/,3837.0,Bar Exposición,Tango,,Luis Teisseire,,Instrumental,Orquesta,Carlos Di Sarli,5-5-1943,1943.0,Buenos Aires,RCA-Victor,60-0094 84331,,1.0,found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\02 Bien Pulenta.mp3,02 Bien Pulenta.mp3,Bien Pulenta,Juan D'Arienzo (Alberto Echagüe),https://www.todotango.com/musica/tema/1218/Bien-pulenta/,1218.0,Bien pulenta,Tango,1950.0,Juan D'Arienzo,Carlos Waiss,Carlos Roldán,Orquesta,Francisco Rotundo,29-12-1950,1950.0,Montevideo,Odeon,55230 17976,,1.0,found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\02 Cafe De Los Angelitos.mp3,02 Cafe De Los Angelitos.mp3,Cafe De Los Angelitos,Anibal Troilo (Alberto Marino),https://www.todotango.com/musica/tema/84/Cafe-de-Los-Angelitos/,84.0,Café de Los Angelitos,Tango,1944.0,José Razzano,José Razzano,Alberto Marino,Orquesta,Aníbal Troilo,19-12-1944,1944.0,Buenos Aires,RCA-Victor,60-0633 79992,,0.923,found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\02 Como Aquella Princesa.mp3,02 Como Aquella Princesa.mp3,Como Aquella Princesa,Osvaldo Fresedo (Roberto Ray),https://www.todotango.com/musica/tema/2362/Como-aquella-princesa/,2362.0,Como aquella princesa,Tango,1937.0,Joaquín Mora,José María Contursi,Instrumental,André y su conjunto Dir:,Santos Lipesker,,,Buenos Aires,Philips,6347051,,1.0,found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\02 Corazon Encadenado.mp3,02 Corazon Encadenado.mp3,Corazon Encadenado,Francisco Canaro (Eduardo Adrián),https://www.todotango.com/musica/tema/1235/Corazon-encadenado/,1235.0,Corazón encadenado,Tango,,Francisco Canaro,Ivo Pelay,Oscar Larroca,Orquesta,Alfredo De Angelis,23-5-1956,1956.0,Buenos Aires,Odeon,52009-A 21002,,0.353,ambiguous
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\02 Cuento Azul.mp3,02 Cuento Azul.mp3,Cuento Azul,Miguel Caló (Raúl Iriarte),https://www.todotango.com/musica/tema/3416/Cuento-azul/,3416.0,Cuento azul,Tango,,Miguel Caló,Julio Jorge Nelson,Raúl Iriarte,Orquesta,Miguel Caló,10-6-1943,1943.0,Buenos Aires,Odeon,8378 12844,,1.0,found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\02 El Internado (2).mp3,02 El Internado (2).mp3,El Internado (2),Juan D'Arienzo (Instrumental),,,,,,,,,,,,,,,,,0.0,not_found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\02 El Jaguar.mp3,02 El Jaguar.mp3,El Jaguar,Carlos Di Sarli (Instrumental),https://www.todotango.com/musica/tema/5604/El-jaguar/,5604.0,El jaguar,Tango,,Atilio Lombardo,,Instrumental,Orquesta,Carlos Di Sarli,5-8-1940,1940.0,Buenos Aires,RCA-Victor,39041 69420,,1.0,found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\02 El Motivo.mp3,02 El Motivo.mp3,El Motivo,Osvaldo Pugliese (Instrumental),https://www.todotango.com/musica/tema/1467/El-motivo/,1467.0,El motivo,Tango,,Juan Carlos Cobián,Pascual Contursi,Roberto Goyeneche,Orquesta,Aníbal Troilo,23-8-1961,1961.0,Buenos Aires,RCA-Victor,AVL-3416 2694,,0.276,ambiguous
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\02 El Tango Es El Tango.mp3,02 El Tango Es El Tango.mp3,El Tango Es El Tango,Ricardo Tanturi (Alberto Castillo),https://www.todotango.com/musica/tema/5345/El-tango-es-el-tango/,5345.0,El tango es el tango,Tango,,José Raúl Iglesias,Juan Bautista Gatti,Alberto Castillo,Orquesta,Ricardo Tanturi,14-8-1942,1942.0,Buenos Aires,RCA-Victor,39692 69874,,1.0,found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\02 Garras.mp3,02 Garras.mp3,Garras,Miguel Caló (Raúl Iriarte),https://www.todotango.com/musica/tema/92/Garras/,92.0,Garras,Tango,1945.0,Aníbal Troilo,José María Contursi,Raúl Iriarte,Orquesta,Miguel Caló,8-3-1945,1945.0,Buenos Aires,Odeon,8399 14472,,1.0,found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\02 Guapeando.mp3,02 Guapeando.mp3,Guapeando,Anibal Troilo (Instrumental),https://www.todotango.com/musica/tema/5504/Guapeando/,5504.0,Guapeando,Tango,,Juan Larenza,,Instrumental,Orquesta,Aníbal Troilo,11-7-1941,1941.0,Buenos Aires,RCA-Victor,39323 59571,,1.0,found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\02 Hotel Victoria (1).mp3,02 Hotel Victoria (1).mp3,Hotel Victoria (1),Juan D'Arienzo (Instrumental),,,,,,,,,,,,,,,,,0.0,not_found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\02 Indifferentia.mp3,02 Indifferentia.mp3,Indifferentia,Juan D'Arienzo (Alberto Echagüe),,,,,,,,,,,,,,,,,0.0,not_found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\02 Ivon.mp3,02 Ivon.mp3,Ivon,Ricardo Tanturi (Enrique Campos),https://www.todotango.com/musica/tema/874/Ivon/,874.0,Ivón,Tango,,Luis Visca,Horacio Sanguinetti,Enrique Campos,Orquesta,Ricardo Tanturi,5-9-1945,1945.0,Buenos Aires,RCA-Victor,60-0775 80801,,1.0,found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\02 La Noche Que Te Fuiste.mp3,02 La Noche Que Te Fuiste.mp3,La Noche Que Te Fuiste,Anibal Troilo (Floreal Ruiz),https://www.todotango.com/musica/tema/317/La-noche-que-te-fuiste/,317.0,La noche que te fuiste,Tango,1945.0,Osmar Maderna,José María Contursi,Floreal Ruiz,Orquesta,Aníbal Troilo,5-6-1945,1945.0,Buenos Aires,RCA-Victor,60-0717 80678,,0.923,found
c:\Users\Vanessa\Desktop\Columbia\Spring 26\GenAI\Project\genai_atdj\notebooks\..\data\raw\02 La Uruguayita Lucia.mp3,02 La Uruguayita Lucia.mp3,La Uruguayita Lucia,Ricardo Tanturi (Enrique Campos),https://www.todotango.com/musica/tema/656/La-uruguayita-Lucia/,656.0,La uruguayita Lucía,Tango,1933.0,Eduardo Pereyra,Daniel López Barreto,Enrique Campos,Orquesta,Ricardo Tanturi,12-4-1945,1945.0,Buenos Aires,RCA-Victor,60-0666 80604,,1.0,found
