id,title,orchestra,singer,style,year,decade,duration_seconds,file_path,tags,notes,bpm,key,energy,danceability,album,filename
53f1a874-abdf-58c3-b25a-45c6ab99ea72,Que Solo Estoy,Lucio Demare,Raúl Berón,tango,1943.0,1940s,184.84,data/raw/vol-10 la fiesta de buenos aires/24 que solo estoy.mp3,,,120.83081817626952,C#,0.0065745739266276,1.0284525156021118,vol-10 la fiesta de buenos aires,24 que solo estoy.mp3
f713b60c-b42b-5035-9bbb-d3ec54233fe6,Moneda De Cobre,Lucio Demare,Raúl Berón,tango,1943.0,1940s,175.33,data/raw/vol-14 la fiesta de buenos aires/24 moneda de cobre.mp3,,,120.6422348022461,B,0.0082732047885656,1.036794900894165,vol-14 la fiesta de buenos aires,24 moneda de cobre.mp3
f8a6e518-88c2-5af1-be52-1a21567bab63,Oigo Tu Voz,Lucio Demare,Raúl Berón,tango,1943.0,1940s,178.17,data/raw/vol-10 la fiesta de buenos aires/23 oigo tu voz.mp3,,,118.23480224609376,A,0.0048362393863499,0.9592283368110656,vol-10 la fiesta de buenos aires,23 oigo tu voz.mp3
b5cfb0ab-23b5-5008-b10d-f695e522ec7f,No Nos Veremos Mas,Lucio Demare,Raúl Berón,tango,1964.0,1960s,155.71,data/raw/vol-16 la fiesta de buenos aires/13 no nos veremos mas.mp3,,,184.57058715820312,G,0.008245974779129,0.991719365119934,vol-16 la fiesta de buenos aires,13 no nos veremos mas.mp3
ca4e8dd0-8934-5396-957d-600bd1e9370d,Domingo A La Noche,Miguel Caló,Raúl Berón,tango,1944.0,1940s,165.35,data/raw/vol-20 la fiesta de buenos aires/28 domingo a la noche.mp3,,,126.2197036743164,G,0.0087430654093623,1.0052719116210938,vol-20 la fiesta de buenos aires,28 domingo a la noche.mp3
b9941fb3-012b-5db5-a764-b743c062e866,Tarareando,Miguel Caló,Raúl Berón,tango,1942.0,1940s,172.62,data/raw/vol-13 la fiesta de buenos aires/22 tarareando.mp3,,,126.77185821533205,D,0.0133895995095372,1.0525031089782717,vol-13 la fiesta de buenos aires,22 tarareando.mp3
9357579d-7f50-56d1-a387-558608d3f40f,Corazon No Le Hagas Caso,Miguel Caló,Raúl Berón,tango,1942.0,1940s,174.73,data/raw/vol-20 la fiesta de buenos aires/29 corazon no le hagas caso.mp3,,,120.62317657470705,C,0.0056563825346529,1.0007537603378296,vol-20 la fiesta de buenos aires,29 corazon no le hagas caso.mp3
b9c3f16a-4e36-524e-9068-9438e83b8d2f,Un Crimen,Miguel Caló,Raúl Berón,tango,1942.0,1940s,177.86,data/raw/vol-13 la fiesta de buenos aires/23 un crimen.mp3,,,126.84686279296876,B,0.0055234488099813,1.0287374258041382,vol-13 la fiesta de buenos aires,23 un crimen.mp3
d6ece24c-525f-5043-8489-ddb453ee8a7a,En Tus Ojos De Cielo,Miguel Caló,Raúl Berón,tango,1944.0,1940s,143.66,data/raw/vol-20 la fiesta de buenos aires/26 en tus ojos de cielo.mp3,,,125.76464080810548,C,0.009292165748775,0.9489081501960754,vol-20 la fiesta de buenos aires,26 en tus ojos de cielo.mp3
31408498-081a-58c7-a620-a324fdfb8fde,Margarita Gauthier,Miguel Caló,Raúl Berón,tango,1942.0,1940s,150.49,data/raw/vol-20 la fiesta de buenos aires/27 margarita gauthier.mp3,,,120.5606918334961,F,0.0058701368980109,1.0842466354370115,vol-20 la fiesta de buenos aires,27 margarita gauthier.mp3
bbafb62c-0e29-5f54-9912-3980efe0fb62,Bohardilla,Miguel Caló,Raúl Iriarte,tango,1944.0,1940s,154.36,data/raw/vol-22 la fiesta de buenos aires/01 bohardilla.mp3,,,123.39739227294922,G,0.0133660594001412,0.9737356305122375,vol-22 la fiesta de buenos aires,01 bohardilla.mp3
0057e806-49b4-5404-b559-122e43dcd13c,Canción Desesperada,Miguel Caló,Raúl Iriarte,tango,1945.0,1940s,174.43,data/raw/vol-31 la fiesta de buenos aires/03 canción desesperada.mp3,,,122.65821838378906,B,0.0057303160429,1.0670020580291748,vol-31 la fiesta de buenos aires,03 canción desesperada.mp3
f95781ff-5d01-5f89-a132-feb47a9e690e,Lluvia De Abril,Miguel Caló,Raúl Iriarte,tango,1945.0,1940s,161.96,data/raw/vol-16 la fiesta de buenos aires/02 lluvia de abril.mp3,,,123.93734741210938,C,0.0067469207569956,0.9797375798225404,vol-16 la fiesta de buenos aires,02 lluvia de abril.mp3
2d7bd08e-8500-5009-bae0-cbae705876ca,Fruta Amarga,Miguel Caló,Raúl Iriarte,tango,1945.0,1940s,186.91,data/raw/vol-38 la fiesta de buenos aires/11 fruta amarga.mp3,,,122.04020690917967,E,0.0108010843396186,1.0283607244491575,vol-38 la fiesta de buenos aires,11 fruta amarga.mp3
43cf6a46-5395-5049-b495-d6e34b830032,Cuento Azul,Miguel Caló,Raúl Iriarte,tango,1943.0,1940s,161.09,data/raw/vol-22 la fiesta de buenos aires/02 cuento azul.mp3,,,124.1541976928711,D,0.0074594938196241,1.013667345046997,vol-22 la fiesta de buenos aires,02 cuento azul.mp3
e2ee6ed9-734b-5914-881d-d3feda7ead41,Mañana No Estaras,Miguel Caló,Raúl Iriarte,tango,1945.0,1940s,178.27,data/raw/vol-38 la fiesta de buenos aires/14 mañana no estaras.mp3,,,123.86865997314452,D,0.0057344739325344,0.8833387494087219,vol-38 la fiesta de buenos aires,14 mañana no estaras.mp3
7d71cd94-9002-56bd-b718-7ad4068eacb0,El Entrerriano,Osvaldo Fresedo,Instrumental,tango,1968.0,1960s,140.28,data/raw/vol-14 la fiesta de buenos aires/18 el entrerriano.mp3,,,143.05349731445312,G,0.0134743247181177,0.8962803483009338,vol-14 la fiesta de buenos aires,18 el entrerriano.mp3
8de9d65d-f885-5f7e-8c82-3b9dff73764d,Pimienta,Osvaldo Fresedo,Instrumental,tango,1959.0,1950s,169.78,data/raw/vol-03 la fiesta de buenos aires/19 pimienta.mp3,,,133.6004638671875,G,0.0070357099175453,0.8750265836715698,vol-03 la fiesta de buenos aires,19 pimienta.mp3
af8f4a8e-657e-53d2-ac75-7fd6e34f1f06,Firulete,Osvaldo Fresedo,Instrumental,tango,,,144.03,data/raw/vol-14 la fiesta de buenos aires/19 firulete.mp3,,,136.13607788085938,G,0.0071070259436964,0.9107219576835632,vol-14 la fiesta de buenos aires,19 firulete.mp3
